TMAX_C,TMIN_C,PRCP_mm,WIND_m_s,SUN_sec,date,SUN_min,Bee_Activity
20.9,0.5,0.0,6.85,38262.87,2025-03-10,637.7145,Optimal
10.7,1.3,0.0,5.62,38343.41,2025-03-11,639.0568333333334,Poor
15.2,-2.0,0.0,3.54,38486.96,2025-03-12,641.4493333333334,Moderate
17.4,-0.3,0.0,4.77,38716.18,2025-03-13,645.2696666666667,Moderate
25.0,7.7,8.2,8.6,31389.73,2025-03-14,523.1621666666666,Moderate
12.7,0.8,5.5,8.53,9779.53,2025-03-15,162.9921666666667,Poor
4.8,-4.6,0.0,7.41,38616.39,2025-03-16,643.6065,Poor
14.8,-3.0,0.3,8.76,35089.57,2025-03-17,584.8261666666666,Poor
17.4,2.7,0.0,7.07,37174.21,2025-03-18,619.5701666666666,Moderate
5.0,0.2,14.0,9.17,6772.08,2025-03-19,112.868,Poor
1.5,-4.7,0.0,7.39,40514.23,2025-03-20,675.2371666666667,Poor
9.1,-2.2,1.0,6.19,5197.19,2025-03-21,86.61983333333333,Poor
6.4,-6.2,0.0,6.08,40473.92,2025-03-22,674.5653333333333,Poor
7.6,1.3,10.6,8.54,1602.26,2025-03-23,26.70433333333333,Poor
8.3,-2.0,0.3,7.42,37286.6,2025-03-24,621.4433333333333,Poor
10.2,-1.7,0.0,6.31,37249.62,2025-03-25,620.827,Poor
13.5,-0.4,0.0,5.05,37628.12,2025-03-26,627.1353333333334,Poor
16.5,5.4,0.1,4.05,21887.78,2025-03-27,364.7963333333333,Moderate
26.3,6.5,0.1,7.96,41934.36,2025-03-28,698.9060000000001,Optimal
18.5,3.0,3.2,6.5,0.0,2025-03-29,0.0,Poor
8.0,1.3,19.2,6.2,0.0,2025-03-30,0.0,Poor
7.4,-2.5,0.6,5.27,42373.19,2025-03-31,706.2198333333333,Poor
6.4,-2.9,3.3,7.67,16362.73,2025-04-01,272.71216666666663,Poor
22.1,2.3,12.3,9.49,21217.67,2025-04-02,353.6278333333333,Moderate
10.0,1.2,0.0,7.67,29305.46,2025-04-03,488.4243333333333,Poor
10.8,-0.0,0.0,3.04,13128.16,2025-04-04,218.80266666666665,Poor
8.9,1.0,0.1,6.41,33994.27,2025-04-05,566.5711666666666,Poor
11.0,-3.0,0.0,5.1,43000.39,2025-04-06,716.6731666666667,Poor
5.6,-2.9,0.0,7.97,39905.63,2025-04-07,665.0938333333332,Poor
7.4,-5.8,0.0,3.19,43297.38,2025-04-08,721.6229999999999,Moderate
13.1,0.1,0.3,4.78,36680.12,2025-04-09,611.3353333333333,Poor
11.9,0.5,0.4,4.22,15727.78,2025-04-10,262.12966666666665,Poor
11.3,0.3,0.1,2.42,25750.58,2025-04-11,429.1763333333334,Poor
15.8,0.6,0.0,5.56,36000.0,2025-04-12,600.0,Moderate
17.3,7.8,2.5,6.24,12681.04,2025-04-13,211.35066666666668,Poor
11.6,5.8,0.2,9.66,27506.26,2025-04-14,458.4376666666666,Poor
10.6,3.5,0.7,8.05,32799.38,2025-04-15,546.6563333333332,Poor
12.7,-2.0,0.0,5.16,43613.68,2025-04-16,726.8946666666667,Poor
19.6,5.2,4.0,6.91,36943.72,2025-04-17,615.7286666666666,Moderate
18.5,9.4,22.4,5.03,9216.99,2025-04-18,153.6165,Poor
13.1,4.5,0.0,4.47,44314.0,2025-04-19,738.5666666666667,Poor
11.2,2.2,23.8,7.4,4755.69,2025-04-20,79.2615,Poor
14.3,3.5,2.1,8.37,11671.43,2025-04-21,194.52383333333333,Poor
21.8,5.0,1.1,5.84,39971.79,2025-04-22,666.1965,Moderate
21.7,6.1,3.1,4.27,34224.0,2025-04-23,570.4,Moderate
21.1,7.7,1.3,4.99,32803.02,2025-04-24,546.717,Moderate
13.5,6.7,14.2,5.45,9541.46,2025-04-25,159.02433333333332,Poor
15.3,1.9,0.0,4.48,46736.35,2025-04-26,778.9391666666667,Moderate
17.8,6.2,0.0,5.3,36143.45,2025-04-27,602.3908333333333,Moderate
26.1,11.7,5.7,10.5,32882.98,2025-04-28,548.0496666666667,Moderate
16.7,7.1,28.6,7.94,26692.4,2025-04-29,444.8733333333333,Poor
18.1,3.2,0.0,3.67,32572.46,2025-04-30,542.8743333333333,Moderate
14.1,8.5,14.5,4.02,3600.0,2025-05-01,60.0,Poor
14.3,6.6,1.8,4.1,7782.04,2025-05-02,129.70066666666668,Poor
14.6,5.3,0.7,3.95,22235.93,2025-05-03,370.59883333333335,Poor
20.7,4.2,0.0,4.67,47902.4,2025-05-04,798.3733333333333,Optimal
17.8,5.3,0.0,3.79,38383.8,2025-05-05,639.73,Moderate
23.9,9.0,0.0,2.96,48173.0,2025-05-06,802.8833333333333,Optimal
21.4,10.8,0.0,5.17,48304.88,2025-05-07,805.0813333333333,Optimal
17.5,4.6,0.0,4.76,48435.42,2025-05-08,807.257,Moderate
20.1,1.3,0.0,3.3,48564.6,2025-05-09,809.41,Optimal
21.5,10.7,0.0,4.34,48692.32,2025-05-10,811.5386666666667,Optimal
22.7,6.7,0.0,4.54,48818.47,2025-05-11,813.6411666666667,Optimal
26.1,9.8,0.0,4.0,48942.93,2025-05-12,815.7155,Optimal
25.7,13.9,3.0,3.27,43226.94,2025-05-13,720.4490000000001,Optimal
26.3,14.5,1.5,4.12,49186.3,2025-05-14,819.7716666666668,Moderate
27.1,16.8,1.0,8.78,45426.84,2025-05-15,757.1139999999999,Optimal
22.9,12.0,0.7,9.58,43007.72,2025-05-16,716.7953333333334,Optimal
14.9,9.3,0.2,7.85,11555.07,2025-05-17,192.5845,Poor
18.1,9.2,0.0,3.59,42227.52,2025-05-18,703.7919999999999,Moderate
14.9,5.2,0.0,7.53,22595.53,2025-05-19,376.5921666666666,Poor
10.7,6.4,27.1,9.49,373.36,2025-05-20,6.222666666666667,Poor
11.2,7.4,4.8,5.05,0.0,2025-05-21,0.0,Poor
16.0,7.7,0.2,5.85,38521.57,2025-05-22,642.0261666666667,Moderate
17.2,5.2,0.0,3.52,50165.26,2025-05-23,836.0876666666667,Moderate
18.9,5.9,0.0,2.86,37778.01,2025-05-24,629.6335,Moderate
20.5,6.1,0.0,3.64,47005.84,2025-05-25,783.4306666666666,Optimal
20.3,8.1,0.0,4.2,40977.64,2025-05-26,682.9606666666666,Optimal
19.9,11.8,0.2,4.28,10561.86,2025-05-27,176.031,Poor
18.6,10.7,6.1,4.16,20893.52,2025-05-28,348.22533333333337,Poor
21.0,8.1,1.0,3.51,48631.6,2025-05-29,810.5266666666666,Optimal
25.3,11.2,0.0,7.81,46800.0,2025-05-30,780.0,Optimal
24.7,14.0,0.0,4.61,46800.0,2025-05-31,780.0,Optimal
25.9,10.2,0.0,2.9,50400.0,2025-06-01,840.0,Optimal
30.3,14.4,0.0,6.44,50400.0,2025-06-02,840.0,Moderate
25.4,14.8,22.5,6.52,4470.92,2025-06-03,74.51533333333333,Moderate
24.1,11.9,0.0,3.01,47981.23,2025-06-04,799.6871666666667,Optimal
25.3,11.4,0.0,2.71,49704.16,2025-06-05,828.4026666666667,Optimal
24.5,15.5,0.2,3.24,26297.65,2025-06-06,438.2941666666667,Optimal
27.1,14.9,0.0,4.59,43398.86,2025-06-07,723.3143333333334,Optimal
23.8,14.9,6.6,7.0,45922.29,2025-06-08,765.3715,Moderate
20.0,12.3,3.1,6.7,40124.39,2025-06-09,668.7398333333333,Moderate
26.0,11.9,0.0,5.79,37465.43,2025-06-10,624.4238333333334,Optimal
32.0,19.0,1.9,5.02,41397.54,2025-06-11,689.9590000000001,Moderate
25.9,15.9,3.6,5.68,33325.08,2025-06-12,555.418,Moderate
26.1,14.3,0.0,5.35,46840.52,2025-06-13,780.6753333333332,Optimal
27.8,13.3,0.0,4.57,48755.34,2025-06-14,812.5889999999999,Optimal
25.0,18.1,1.5,3.66,28377.38,2025-06-15,472.95633333333336,Moderate
27.5,18.2,4.1,4.31,27574.44,2025-06-16,459.574,Moderate
28.4,19.7,3.5,5.41,46800.0,2025-06-17,780.0,Moderate
24.2,18.8,8.5,3.7,6850.79,2025-06-18,114.17983333333332,Moderate
27.3,17.0,0.0,3.7,50589.43,2025-06-19,843.1571666666666,Optimal
29.7,20.4,1.2,6.57,43310.93,2025-06-20,721.8488333333333,Moderate
34.0,25.2,0.1,9.07,48762.78,2025-06-21,812.713,Moderate
34.0,25.8,0.0,8.52,50591.37,2025-06-22,843.1895000000001,Moderate
31.1,22.8,13.4,6.46,32400.0,2025-06-23,540.0,Moderate
28.9,22.6,5.8,3.39,32032.42,2025-06-24,533.8736666666666,Optimal
26.7,21.7,10.5,3.96,10150.59,2025-06-25,169.1765,Moderate
29.9,20.6,35.1,3.85,39955.32,2025-06-26,665.922,Moderate
24.0,18.4,1.6,4.94,29905.23,2025-06-27,498.4205,Moderate
29.5,17.0,0.0,3.89,50400.0,2025-06-28,840.0,Optimal
31.2,20.6,0.0,4.35,46236.91,2025-06-29,770.6151666666667,Moderate
28.3,18.9,0.3,5.16,48678.76,2025-06-30,811.3126666666667,Optimal
27.9,17.4,0.0,4.0,50590.99,2025-07-01,843.1831666666666,Optimal
29.1,18.9,0.0,3.96,50590.41,2025-07-02,843.1735000000001,Optimal
31.2,19.2,3.9,4.15,45760.24,2025-07-03,762.6706666666666,Moderate
31.9,22.5,0.0,5.34,46031.06,2025-07-04,767.1843333333333,Moderate
29.6,22.8,7.7,6.2,28658.03,2025-07-05,477.6338333333333,Moderate
28.2,21.6,3.2,4.59,46910.02,2025-07-06,781.8336666666667,Moderate
27.2,18.3,0.7,3.0,44533.88,2025-07-07,742.2313333333333,Optimal
28.7,19.3,2.9,2.7,49075.32,2025-07-08,817.922,Optimal
28.6,17.9,0.0,2.79,50357.96,2025-07-09,839.2993333333333,Optimal
26.3,19.4,13.7,4.16,26283.08,2025-07-10,438.0513333333334,Moderate
25.7,20.2,26.9,3.81,2551.34,2025-07-11,42.522333333333336,Moderate
26.2,19.4,4.2,5.18,38972.64,2025-07-12,649.544,Moderate
26.5,15.7,0.0,3.26,50107.51,2025-07-13,835.1251666666667,Optimal
28.8,18.1,1.0,3.31,49998.97,2025-07-14,833.3161666666667,Optimal
29.5,19.9,0.0,4.82,49951.57,2025-07-15,832.5261666666667,Optimal
27.0,18.5,25.0,6.77,29343.71,2025-07-16,489.0618333333333,Moderate
21.7,14.7,0.0,4.43,33933.28,2025-07-17,565.5546666666667,Optimal
23.4,12.6,0.0,3.49,34538.25,2025-07-18,575.6375,Optimal
27.3,19.1,5.1,4.52,25200.0,2025-07-19,420.0,Moderate
25.7,19.4,0.0,5.15,37479.47,2025-07-20,624.6578333333333,Optimal
27.1,15.7,0.2,4.14,43787.21,2025-07-21,729.7868333333333,Optimal
29.7,21.2,0.7,5.22,41090.1,2025-07-22,684.8349999999999,Optimal
32.4,22.8,8.9,6.49,35822.77,2025-07-23,597.0461666666666,Moderate
27.4,22.7,1.7,4.94,32944.2,2025-07-24,549.0699999999999,Moderate
27.9,20.3,1.5,3.15,49147.49,2025-07-25,819.1248333333333,Optimal
29.1,21.2,0.4,3.37,32043.82,2025-07-26,534.0636666666667,Optimal
31.4,20.0,0.0,3.43,47105.72,2025-07-27,785.0953333333333,Moderate
32.0,21.8,0.6,4.6,46756.84,2025-07-28,779.2806666666667,Moderate
30.2,22.0,3.2,6.87,44923.07,2025-07-29,748.7178333333334,Moderate
24.1,17.4,7.6,3.81,8003.24,2025-07-30,133.38733333333332,Moderate
23.5,16.2,0.0,4.04,46564.82,2025-07-31,776.0803333333333,Optimal
24.2,11.9,0.0,2.82,48685.92,2025-08-01,811.432,Optimal
25.2,12.8,0.0,2.54,48557.46,2025-08-02,809.2909999999999,Optimal
25.6,12.8,0.0,3.05,48426.96,2025-08-03,807.116,Optimal
26.4,13.8,0.0,3.27,48294.55,2025-08-04,804.9091666666667,Optimal
27.6,15.8,0.1,3.8,48043.53,2025-08-05,800.7255,Optimal
27.4,16.4,0.2,6.15,30835.03,2025-08-06,513.9171666666666,Optimal
30.0,20.0,1.7,4.14,44625.02,2025-08-07,743.7503333333333,Moderate
32.1,21.6,0.2,6.65,45982.52,2025-08-08,766.3753333333333,Moderate
27.8,22.0,19.1,7.17,13574.81,2025-08-09,226.2468333333333,Moderate
26.3,21.0,20.0,5.8,14581.7,2025-08-10,243.0283333333333,Moderate
27.5,20.2,0.6,3.27,34254.41,2025-08-11,570.9068333333333,Optimal
27.3,20.4,2.1,4.37,34970.55,2025-08-12,582.8425000000001,Moderate
25.4,16.4,0.0,2.89,46842.71,2025-08-13,780.7118333333333,Optimal
26.8,15.6,0.0,3.36,43899.12,2025-08-14,731.652,Optimal
30.1,19.3,0.8,4.52,43200.0,2025-08-15,720.0,Moderate
26.7,20.9,42.7,4.95,13788.34,2025-08-16,229.80566666666667,Moderate
26.8,20.5,16.6,5.14,20356.26,2025-08-17,339.271,Moderate
27.3,19.1,12.7,5.14,19603.08,2025-08-18,326.718,Moderate
27.5,19.4,0.3,4.0,35229.4,2025-08-19,587.1566666666666,Optimal
26.3,18.5,0.9,3.86,45365.98,2025-08-20,756.0996666666667,Optimal
24.3,15.5,0.1,2.48,42916.81,2025-08-21,715.2801666666667,Optimal
25.9,15.8,0.1,3.72,43398.03,2025-08-22,723.3004999999999,Optimal
21.3,15.8,0.0,5.73,44077.22,2025-08-23,734.6203333333334,Optimal
19.3,13.1,0.8,6.74,44164.27,2025-08-24,736.0711666666666,Moderate
19.0,11.1,0.1,4.77,43969.85,2025-08-25,732.8308333333333,Moderate
21.2,11.7,0.4,3.73,43848.3,2025-08-26,730.8050000000001,Optimal
22.5,11.9,2.7,5.2,34269.77,2025-08-27,571.1628333333333,Moderate
24.5,13.6,0.7,2.62,43458.83,2025-08-28,724.3138333333334,Optimal
23.7,13.0,4.7,3.47,20698.35,2025-08-29,344.9725,Moderate
23.0,15.1,0.1,2.93,28407.26,2025-08-30,473.4543333333333,Optimal
23.3,12.3,0.0,2.48,43361.77,2025-08-31,722.6961666666666,Optimal
23.7,10.9,0.0,1.86,43239.95,2025-09-01,720.6658333333332,Optimal
24.3,12.1,0.6,3.51,39138.54,2025-09-02,652.309,Optimal
18.6,11.1,1.7,5.92,36395.5,2025-09-03,606.5916666666667,Moderate
16.9,8.0,2.7,7.27,36773.97,2025-09-04,612.8995,Moderate
14.4,9.4,0.0,7.42,37637.37,2025-09-05,627.2895000000001,Poor
16.5,8.4,0.0,5.19,42507.38,2025-09-06,708.4563333333333,Moderate
17.6,7.6,0.0,3.46,43051.03,2025-09-07,717.5171666666666,Moderate
22.2,9.2,0.0,5.98,42880.48,2025-09-08,714.6746666666667,Optimal
23.8,13.5,0.4,5.1,42708.92,2025-09-09,711.8153333333333,Optimal
23.4,13.8,1.1,2.72,42268.55,2025-09-10,704.4758333333334,Optimal
25.0,13.8,0.0,3.76,42363.23,2025-09-11,706.0538333333334,Optimal
27.4,14.0,0.0,4.65,39154.16,2025-09-12,652.5693333333334,Optimal
26.9,17.6,11.1,4.87,37378.96,2025-09-13,622.9826666666667,Moderate
28.4,17.8,0.0,4.05,41453.94,2025-09-14,690.899,Optimal
27.6,18.3,9.8,4.39,37618.82,2025-09-15,626.9803333333333,Moderate
28.8,17.3,0.0,3.5,41488.67,2025-09-16,691.4778333333333,Optimal
28.8,17.6,0.0,2.91,41312.8,2025-09-17,688.5466666666667,Optimal
27.4,17.7,0.8,3.03,36908.23,2025-09-18,615.1371666666668,Optimal
25.8,17.3,0.8,3.75,24259.12,2025-09-19,404.3186666666667,Moderate
23.9,15.8,19.3,4.67,40333.15,2025-09-20,672.2191666666666,Moderate
24.0,15.2,0.6,3.4,24287.0,2025-09-21,404.78333333333336,Optimal
25.6,16.7,2.0,4.65,20330.7,2025-09-22,338.845,Moderate
24.2,14.4,0.1,4.14,35879.67,2025-09-23,597.9945,Optimal
22.0,13.4,0.0,3.49,32110.79,2025-09-24,535.1798333333334,Optimal
23.6,12.7,0.0,3.12,39908.24,2025-09-25,665.1373333333333,Optimal
26.2,14.9,0.0,3.28,39712.16,2025-09-26,661.8693333333334,Optimal
25.7,15.6,0.0,4.05,39376.46,2025-09-27,656.2743333333333,Optimal
24.8,9.6,0.0,3.1,39158.33,2025-09-28,652.6388333333333,Optimal
29.5,14.4,0.0,2.73,38945.96,2025-09-29,649.0993333333333,Optimal
28.9,14.3,0.0,3.27,36477.2,2025-09-30,607.9533333333333,Optimal
27.1,14.2,0.0,3.89,37126.12,2025-10-01,618.7686666666667,Optimal
28.6,13.7,0.0,3.97,38124.98,2025-10-02,635.4163333333333,Optimal
30.8,17.9,0.1,4.35,37817.55,2025-10-03,630.2925,Moderate
29.0,18.1,0.0,7.06,37816.41,2025-10-04,630.2735,Optimal
27.6,18.3,0.0,7.7,37629.05,2025-10-05,627.1508333333334,Optimal
20.5,12.7,9.7,4.16,6852.29,2025-10-06,114.20483333333333,Moderate
19.4,8.1,0.1,4.46,33767.92,2025-10-07,562.7986666666667,Moderate
16.5,3.2,0.0,3.31,37376.11,2025-10-08,622.9351666666666,Moderate
18.6,3.8,0.0,4.61,37190.62,2025-10-09,619.8436666666668,Moderate
22.5,10.0,4.6,5.14,35991.6,2025-10-10,599.86,Moderate
18.9,5.2,0.0,4.7,36910.17,2025-10-11,615.1695,Moderate
21.4,8.9,0.0,6.21,24984.24,2025-10-12,416.40400000000005,Moderate
21.3,11.5,1.1,5.35,26000.91,2025-10-13,433.3485,Moderate
15.3,7.9,2.1,4.96,12496.8,2025-10-14,208.28,Poor
14.3,9.1,6.4,4.57,0.0,2025-10-15,0.0,Poor
19.3,12.3,0.5,4.89,20148.02,2025-10-16,335.80033333333336,Moderate
24.9,15.7,8.7,6.94,31241.64,2025-10-17,520.694,Moderate
23.3,13.4,4.7,6.72,32499.95,2025-10-18,541.6658333333334,Moderate
14.7,7.8,0.5,8.51,35078.46,2025-10-19,584.641,Poor
19.5,3.7,1.8,7.44,29041.81,2025-10-20,484.0301666666667,Moderate
9.4,6.4,3.1,7.9,0.0,2025-10-21,0.0,Poor
8.6,4.0,0.2,7.32,0.0,2025-10-22,0.0,Poor
9.7,1.2,0.0,4.66,32565.66,2025-10-23,542.761,Poor
10.9,-2.7,0.0,2.65,34587.74,2025-10-24,576.4623333333333,Moderate
11.1,2.5,0.0,4.06,6949.39,2025-10-25,115.82316666666668,Poor
15.9,4.6,0.0,4.93,34369.69,2025-10-26,572.8281666666667,Moderate
14.8,4.2,0.0,5.18,34195.2,2025-10-27,569.92,Poor
13.2,4.8,0.7,4.14,5969.32,2025-10-28,99.48866666666666,Poor
13.5,4.4,0.0,5.14,33850.16,2025-10-29,564.1693333333334,Poor
12.1,-0.1,0.0,3.7,27394.28,2025-10-30,456.5713333333333,Poor
9.1,1.9,1.1,3.61,21162.1,2025-10-31,352.70166666666665,Poor
8.5,0.6,0.9,3.71,18022.21,2025-11-01,300.37016666666665,Poor
9.9,-1.6,1.1,6.11,27094.76,2025-11-02,451.5793333333333,Poor
15.1,4.9,0.2,6.77,33018.41,2025-11-03,550.3068333333334,Moderate
16.7,1.8,0.0,5.31,32632.39,2025-11-04,543.8731666666666,Moderate
13.5,4.6,0.0,7.12,32610.12,2025-11-05,543.502,Poor
13.0,-1.8,0.0,6.72,24201.83,2025-11-06,403.3638333333334,Poor
14.8,6.1,2.0,6.08,26907.88,2025-11-07,448.4646666666667,Poor
5.5,0.9,5.9,4.79,0.0,2025-11-08,0.0,Poor
0.5,-4.3,0.7,6.71,30476.73,2025-11-09,507.9455,Poor
1.6,-5.2,0.0,5.28,31524.83,2025-11-10,525.4138333333334,Poor
8.0,-2.4,0.1,5.97,27979.85,2025-11-11,466.3308333333333,Poor
11.3,2.2,0.0,6.78,31186.8,2025-11-12,519.78,Poor
11.1,-1.6,0.0,3.86,29784.51,2025-11-13,496.4085,Poor
18.7,1.9,0.0,5.35,30936.31,2025-11-14,515.6051666666667,Moderate
17.4,5.2,0.0,6.96,28890.22,2025-11-15,481.5036666666667,Moderate
8.5,-0.7,0.0,4.88,30704.48,2025-11-16,511.7413333333333,Poor
6.8,-2.2,0.0,3.7,11157.0,2025-11-17,185.95,Poor
4.3,-1.0,8.3,5.2,0.0,2025-11-18,0.0,Poor
5.4,1.3,0.0,2.81,0.0,2025-11-19,0.0,Poor
8.9,4.2,0.3,4.57,0.0,2025-11-20,0.0,Poor
7.0,-1.8,0.0,3.0,23718.38,2025-11-21,395.3063333333333,Poor
9.8,-3.4,0.0,5.19,25200.0,2025-11-22,420.0,Poor
12.4,0.3,0.0,4.14,30063.64,2025-11-23,501.0606666666666,Poor
10.2,2.6,1.0,5.63,8623.98,2025-11-24,143.733,Poor
11.0,2.9,4.1,7.45,0.0,2025-11-25,0.0,Poor
2.2,-2.7,3.5,10.45,0.0,2025-11-26,0.0,Poor
-1.6,-4.4,0.0,6.96,3077.63,2025-11-27,51.29383333333333,Poor
-1.0,-4.7,0.4,5.07,27174.46,2025-11-28,452.9076666666666,Poor
-1.9,-4.0,18.4,6.19,0.0,2025-11-29,0.0,Poor
-1.2,-12.9,2.9,6.07,24263.47,2025-11-30,404.39116666666666,Poor
-5.3,-15.0,0.4,3.28,0.0,2025-12-01,0.0,Poor
-2.6,-8.6,0.0,5.24,754.0,2025-12-02,12.566666666666666,Poor
-0.3,-13.0,0.3,5.68,10505.74,2025-12-03,175.09566666666666,Poor
-9.5,-19.2,0.0,5.32,28723.53,2025-12-04,478.7255,Poor
-1.7,-10.5,3.3,5.19,14970.94,2025-12-05,249.51566666666668,Poor
-1.2,-9.8,1.7,4.11,17572.3,2025-12-06,292.87166666666667,Poor
-4.5,-17.2,1.4,5.15,28488.71,2025-12-07,474.8118333333333,Poor
-6.4,-17.5,0.5,4.95,0.0,2025-12-08,0.0,Poor
3.1,-5.6,4.1,4.96,4.84,2025-12-09,0.0806666666666666,Poor
3.2,-9.1,1.9,6.35,5697.98,2025-12-10,94.96633333333332,Poor
-4.8,-8.7,0.6,3.04,1319.01,2025-12-11,21.9835,Poor
-4.1,-16.3,0.5,6.52,0.0,2025-12-12,0.0,Poor
-15.3,-19.5,0.0,5.19,21249.59,2025-12-13,354.1598333333333,Poor
-14.5,-22.2,0.0,4.72,27233.05,2025-12-14,453.88416666666666,Poor
-4.5,-16.1,0.0,6.06,17551.46,2025-12-15,292.52433333333335,Poor
3.0,-12.6,0.0,5.84,28299.98,2025-12-16,471.6663333333333,Poor
3.5,-1.8,0.0,6.17,28279.02,2025-12-17,471.317,Poor
4.3,-12.5,3.4,8.82,7200.0,2025-12-18,120.0,Poor
-6.7,-16.4,0.1,7.64,21296.63,2025-12-19,354.9438333333334,Poor
1.7,-11.6,0.0,7.59,26530.36,2025-12-20,442.17266666666666,Poor
-1.4,-14.2,0.0,4.13,28244.15,2025-12-21,470.73583333333335,Poor
3.1,-1.2,0.5,4.15,17590.49,2025-12-22,293.17483333333337,Poor
4.2,-3.2,0.0,3.14,28256.13,2025-12-23,470.9355,Poor
2.8,-3.0,1.3,4.12,372.17,2025-12-24,6.202833333333333,Poor
2.0,0.6,0.3,5.74,0.0,2025-12-25,0.0,Poor
3.3,0.4,4.4,4.47,507.5,2025-12-26,8.458333333333334,Poor
3.0,0.9,0.1,5.37,0.0,2025-12-27,0.0,Poor
3.4,-10.7,11.1,8.52,0.0,2025-12-28,0.0,Poor
-8.2,-13.9,2.8,8.17,6496.66,2025-12-29,108.27766666666666,Poor
-2.2,-14.6,1.8,4.25,7200.0,2025-12-30,120.0,Poor
1.9,-12.8,1.2,5.64,0.0,2025-12-31,0.0,Poor
-8.9,-14.7,1.2,3.38,0.0,2026-01-01,0.0,Poor
-8.6,-12.0,0.0,3.69,22964.65,2026-01-02,382.7441666666667,Poor
-5.8,-11.1,0.2,2.16,0.0,2026-01-03,0.0,Poor
-1.4,-10.9,0.6,6.09,628.42,2026-01-04,10.473666666666666,Poor
3.0,-4.4,0.0,4.17,15758.5,2026-01-05,262.64166666666665,Poor
3.5,-2.7,0.5,4.74,9096.3,2026-01-06,151.605,Poor
4.7,-1.4,0.0,4.32,20039.05,2026-01-07,333.9841666666667,Poor
8.0,0.9,22.0,6.23,1655.51,2026-01-08,27.591833333333334,Poor
4.6,-2.5,4.2,7.65,28839.04,2026-01-09,480.65066666666667,Poor
-0.1,-7.4,2.3,7.53,25200.0,2026-01-10,420.0,Poor
-3.0,-6.4,0.0,5.71,16235.53,2026-01-11,270.5921666666667,Poor
7.6,-3.4,0.0,4.53,29173.3,2026-01-12,486.2216666666666,Poor
10.1,2.0,0.1,7.58,29139.88,2026-01-13,485.6646666666667,Poor
2.6,-10.0,0.1,9.32,24528.98,2026-01-14,408.8163333333333,Poor
-3.5,-13.1,1.4,5.27,20874.81,2026-01-15,347.9135,Poor
1.5,-11.1,5.1,6.77,4577.38,2026-01-16,76.28966666666666,Poor
-8.8,-13.9,3.4,5.4,197.86,2026-01-17,3.2976666666666667,Poor
-10.6,-18.9,1.7,7.29,6127.19,2026-01-18,102.11983333333332,Poor
-15.3,-22.1,0.0,7.05,30257.59,2026-01-19,504.29316666666665,Poor
-10.7,-22.1,0.6,2.98,28721.64,2026-01-20,478.694,Poor
-4.1,-10.6,3.1,7.28,2065.79,2026-01-21,34.429833333333335,Poor
-10.3,-23.5,0.2,8.04,21711.83,2026-01-22,361.8638333333334,Poor
-23.5,-29.3,0.0,5.52,30711.94,2026-01-23,511.8656666666666,Poor
-19.5,-27.0,0.0,1.29,26299.07,2026-01-24,438.3178333333333,Moderate
-16.8,-22.0,0.0,4.49,30876.15,2026-01-25,514.6025000000001,Poor
-10.8,-22.8,0.0,6.15,30969.79,2026-01-26,516.1631666666667,Poor
-9.9,-17.0,0.0,7.02,31055.23,2026-01-27,517.5871666666667,Poor
-11.2,-18.5,0.0,5.33,31216.15,2026-01-28,520.2691666666667,Poor
-12.6,-21.2,0.0,2.64,31312.26,2026-01-29,521.871,Moderate
-10.7,-17.1,0.0,4.92,31357.42,2026-01-30,522.6236666666666,Poor
-7.2,-15.6,0.0,4.03,25455.61,2026-01-31,424.2601666666667,Poor
-5.7,-14.2,2.0,6.06,5874.02,2026-02-01,97.90033333333334,Poor
-4.5,-7.9,0.0,3.73,10629.52,2026-02-02,177.15866666666668,Poor
-5.3,-13.9,0.0,2.52,32065.12,2026-02-03,534.4186666666667,Moderate
-4.6,-17.1,0.0,2.6,32252.55,2026-02-04,537.5425,Moderate
